# time,flux_detrended,flux_err,trend
5.416666666666666297e-01,9.989518845904545863e-01,2.000000000000000042e-03,1.001433060121811769e+00
5.520833333333332593e-01,1.001513105654189051e+00,2.000000000000000042e-03,1.001441850273752321e+00
5.625000000000000000e-01,1.002337877551918277e+00,2.000000000000000042e-03,1.001450932697255380e+00
5.729166666666666297e-01,1.002125715152242691e+00,2.000000000000000042e-03,1.001460282983346772e+00
5.833333333333332593e-01,9.985765822043289885e-01,2.000000000000000042e-03,1.001469876723053209e+00
5.937500000000000000e-01,9.996214287660398767e-01,2.000000000000000042e-03,1.001479689507400739e+00
6.041666666666666297e-01,1.000886595128625656e+00,2.000000000000000042e-03,1.001489696927415407e+00
6.145833333333332593e-01,1.002159088844846169e+00,2.000000000000000042e-03,1.001499874574123927e+00
6.250000000000000000e-01,9.992396618599854730e-01,2.000000000000000042e-03,1.001510198038551458e+00
6.354166666666666297e-01,9.998112583884796178e-01,2.000000000000000042e-03,1.001520642911724712e+00
6.458333333333332593e-01,9.979580004128165704e-01,2.000000000000000042e-03,1.001531184784670625e+00
6.562500000000000000e-01,9.977636847830408939e-01,2.000000000000000042e-03,1.001541799248414133e+00
6.666666666666666297e-01,1.001759952886691174e+00,2.000000000000000042e-03,1.001552461893982171e+00
6.770833333333332593e-01,1.002830574366940342e+00,2.000000000000000042e-03,1.001563148312400786e+00
6.875000000000000000e-01,9.999633687214772859e-01,2.000000000000000042e-03,1.001573834094696025e+00
6.979166666666666297e-01,1.002095840627724721e+00,2.000000000000000042e-03,1.001584494831894157e+00
7.083333333333332593e-01,1.000798834842820728e+00,2.000000000000000042e-03,1.001595106115021894e+00
7.187500000000000000e-01,9.987733104521753225e-01,2.000000000000000042e-03,1.001605643535104395e+00
7.291666666666666297e-01,1.000767900862964410e+00,2.000000000000000042e-03,1.001616082683168596e+00
7.395833333333332593e-01,1.003102200680897615e+00,2.000000000000000042e-03,1.001626399150240543e+00
7.500000000000000000e-01,9.999445110610778453e-01,2.000000000000000042e-03,1.001636568527346283e+00
7.604166666666666297e-01,1.003125215206452481e+00,2.000000000000000042e-03,1.001646566405511862e+00
7.708333333333332593e-01,9.947553991145366981e-01,2.000000000000000042e-03,1.001656368375764217e+00
7.812500000000000000e-01,1.001612601560580407e+00,2.000000000000000042e-03,1.001665950029128505e+00
7.916666666666666297e-01,1.000130816009836776e+00,2.000000000000000042e-03,1.001675286956631439e+00
8.020833333333332593e-01,9.993456886740353928e-01,2.000000000000000042e-03,1.001684354749299732e+00
8.125000000000000000e-01,1.000111821126472123e+00,2.000000000000000042e-03,1.001693128998158766e+00
8.229166666666666297e-01,9.959463886968797919e-01,2.000000000000000042e-03,1.001701585294234587e+00
8.333333333333332593e-01,9.994626215260259405e-01,2.000000000000000042e-03,1.001709699228554351e+00
8.437500000000000000e-01,1.000600959775206578e+00,2.000000000000000042e-03,1.001717446392143440e+00
8.541666666666666297e-01,1.002825728930557991e+00,2.000000000000000042e-03,1.001724802376028345e+00
8.645833333333332593e-01,9.988277050769495125e-01,2.000000000000000042e-03,1.001731742771235556e+00
8.750000000000000000e-01,9.982360729927293175e-01,2.000000000000000042e-03,1.001738243168790454e+00
8.854166666666666297e-01,9.988366908232664265e-01,2.000000000000000042e-03,1.001744279159719531e+00
8.958333333333332593e-01,1.001654694460860862e+00,2.000000000000000042e-03,1.001749826335049720e+00
9.062500000000000000e-01,1.000472521839922857e+00,2.000000000000000042e-03,1.001754860285806181e+00
9.166666666666666297e-01,9.987480726199822190e-01,2.000000000000000042e-03,1.001759356603015627e+00
9.270833333333332593e-01,1.000820523670211237e+00,2.000000000000000042e-03,1.001763290877704549e+00
9.375000000000000000e-01,9.999801996116697289e-01,2.000000000000000042e-03,1.001766638700898326e+00
9.479166666666666297e-01,1.001711399187705798e+00,2.000000000000000042e-03,1.001769375663623451e+00
9.583333333333332593e-01,9.983676296496517555e-01,2.000000000000000042e-03,1.001771477356906859e+00
9.687500000000000000e-01,9.991074133350282827e-01,2.000000000000000042e-03,1.001772919371773707e+00
9.791666666666666297e-01,9.989717030866041014e-01,2.000000000000000042e-03,1.001773677299250487e+00
9.895833333333332593e-01,9.968262898499149482e-01,2.000000000000000042e-03,1.001773726730364134e+00
1.000000000000000000e+00,1.000333613219189788e+00,2.000000000000000042e-03,1.001773044182108663e+00
1.010416666666666519e+00,1.000258572113045696e+00,2.000000000000000042e-03,1.001771627468772463e+00
1.020833333333333259e+00,9.997432198655543667e-01,2.000000000000000042e-03,1.001769495701934964e+00
1.031250000000000000e+00,9.992609331022859198e-01,2.000000000000000042e-03,1.001766668919144898e+00
1.041666666666666519e+00,9.968328130719960045e-01,2.000000000000000042e-03,1.001763167157950551e+00
1.052083333333333259e+00,9.914166183461416981e-01,2.000000000000000042e-03,1.001759010455900878e+00
1.062500000000000000e+00,9.886537494221711020e-01,2.000000000000000042e-03,1.001754218850544387e+00
1.072916666666666519e+00,9.863792467522358720e-01,2.000000000000000042e-03,1.001748812379430031e+00
1.083333333333333259e+00,9.869195831418341447e-01,2.000000000000000042e-03,1.001742811080106321e+00
1.093750000000000000e+00,9.877023855841117195e-01,2.000000000000000042e-03,1.001736234990121988e+00
1.104166666666666519e+00,9.906314858832249159e-01,2.000000000000000042e-03,1.001729104147025762e+00
1.114583333333333259e+00,9.874937941466471747e-01,2.000000000000000042e-03,1.001721438588366375e+00
1.125000000000000000e+00,9.883093952503536617e-01,2.000000000000000042e-03,1.001713258351692559e+00
1.135416666666666519e+00,9.888480378375419377e-01,2.000000000000000042e-03,1.001704583474552601e+00
1.145833333333333259e+00,9.875491780096734562e-01,2.000000000000000042e-03,1.001695433994495676e+00
1.156250000000000000e+00,9.988036939641068424e-01,2.000000000000000042e-03,1.001685829949070294e+00
1.166666666666666519e+00,9.998508032174163729e-01,2.000000000000000042e-03,1.001675791375825186e+00
1.177083333333333259e+00,1.004652092788544282e+00,2.000000000000000042e-03,1.001665338312308862e+00
1.187500000000000000e+00,9.993533229525276562e-01,2.000000000000000042e-03,1.001654490796070496e+00
1.197916666666666519e+00,1.000343461147558122e+00,2.000000000000000042e-03,1.001643268864658376e+00
1.208333333333333259e+00,9.996763090235895044e-01,2.000000000000000042e-03,1.001631692555620790e+00
1.218750000000000000e+00,9.974166048604612422e-01,2.000000000000000042e-03,1.001619781906507800e+00
1.229166666666666519e+00,1.002036998730610584e+00,2.000000000000000042e-03,1.001607556954866363e+00
1.239583333333333259e+00,1.001261592892119134e+00,2.000000000000000042e-03,1.001595037738246097e+00
1.250000000000000000e+00,1.001345027234492147e+00,2.000000000000000042e-03,1.001582244294195956e+00
1.260416666666666519e+00,9.979550996357484660e-01,2.000000000000000042e-03,1.001569196660264005e+00
1.270833333333333259e+00,1.002578019977885981e+00,2.000000000000000042e-03,1.001555914873999420e+00
1.281250000000000000e+00,9.969833536785945860e-01,2.000000000000000042e-03,1.001542418972950488e+00
1.291666666666666519e+00,1.000960772977664615e+00,2.000000000000000042e-03,1.001528728994666162e+00
1.302083333333333259e+00,1.004169392611881317e+00,2.000000000000000042e-03,1.001514864976694952e+00
1.312500000000000000e+00,9.978233874646161849e-01,2.000000000000000042e-03,1.001500846956586033e+00
1.322916666666666519e+00,9.986770675226906979e-01,2.000000000000000042e-03,1.001486694971887470e+00
1.333333333333333259e+00,1.000013569533117153e+00,2.000000000000000042e-03,1.001472429060148217e+00
1.343750000000000000e+00,9.988157214608824885e-01,2.000000000000000042e-03,1.001458069258917005e+00
1.354166666666666519e+00,9.967310470409512790e-01,2.000000000000000042e-03,1.001443635605742344e+00
1.364583333333333259e+00,9.999715603946582876e-01,2.000000000000000042e-03,1.001429148138173186e+00
1.375000000000000000e+00,9.977197623582224617e-01,2.000000000000000042e-03,1.001414626893758264e+00
1.385416666666666519e+00,1.000793959739287420e+00,2.000000000000000042e-03,1.001400091910045864e+00
1.395833333333333259e+00,9.980184988821714231e-01,2.000000000000000042e-03,1.001385563224584940e+00
1.406250000000000000e+00,1.002957085522063307e+00,2.000000000000000042e-03,1.001371060874924224e+00
1.416666666666666519e+00,9.983036696371293539e-01,2.000000000000000042e-03,1.001356604898612224e+00
1.427083333333333259e+00,9.992313032024749964e-01,2.000000000000000042e-03,1.001342215333198116e+00
1.437500000000000000e+00,1.001505845258132243e+00,2.000000000000000042e-03,1.001327912216229965e+00
1.447916666666666519e+00,9.974287530315203432e-01,2.000000000000000042e-03,1.001313715585256725e+00
1.458333333333333259e+00,1.000347723281171497e+00,2.000000000000000042e-03,1.001299645477827127e+00
1.468750000000000000e+00,1.002510303946170023e+00,2.000000000000000042e-03,1.001285721931489681e+00
1.479166666666666519e+00,9.966942949160174647e-01,2.000000000000000042e-03,1.001271964983793339e+00
1.489583333333333259e+00,1.000279584062943483e+00,2.000000000000000042e-03,1.001258394672286833e+00
1.500000000000000000e+00,1.000435285106376249e+00,2.000000000000000042e-03,1.001245031034518451e+00
1.510416666666666519e+00,1.001483036193886900e+00,2.000000000000000042e-03,1.001231894108037368e+00
1.520833333333333259e+00,9.974553174122240407e-01,2.000000000000000042e-03,1.001219003930391871e+00
1.531250000000000000e+00,9.972930930668888472e-01,2.000000000000000042e-03,1.001206380539130913e+00
1.541666666666666519e+00,1.000977785524302499e+00,2.000000000000000042e-03,1.001194043971803005e+00
1.552083333333333259e+00,1.000532425290829419e+00,2.000000000000000042e-03,1.001182014265956877e+00
1.562500000000000000e+00,1.000443234697890871e+00,2.000000000000000042e-03,1.001170311459141260e+00
1.572916666666666519e+00,1.000638254832226792e+00,2.000000000000000042e-03,1.001158955588905330e+00
1.583333333333333259e+00,9.985906258439062322e-01,2.000000000000000042e-03,1.001147966692796931e+00
1.593750000000000000e+00,1.000415660993194011e+00,2.000000000000000042e-03,1.001137364808365016e+00
1.604166666666666519e+00,1.000539323000154912e+00,2.000000000000000042e-03,1.001127169973158537e+00
1.614583333333333259e+00,9.985284585416090986e-01,2.000000000000000042e-03,1.001117402224726227e+00
1.625000000000000000e+00,1.003684267131333741e+00,2.000000000000000042e-03,1.001108081600616373e+00
1.635416666666666519e+00,1.000904289179980422e+00,2.000000000000000042e-03,1.001099228138377706e+00
1.645833333333333259e+00,9.975779833912113981e-01,2.000000000000000042e-03,1.001090861875559401e+00
1.656250000000000000e+00,1.001269506624445693e+00,2.000000000000000042e-03,1.001083002849709747e+00
1.666666666666666519e+00,9.980098536027206535e-01,2.000000000000000042e-03,1.001075671098377473e+00
1.677083333333333259e+00,1.001528370475624152e+00,2.000000000000000042e-03,1.001068886659111312e+00
1.687500000000000000e+00,1.002268811496376477e+00,2.000000000000000042e-03,1.001062669569459995e+00
1.697916666666666519e+00,9.983120658936456282e-01,2.000000000000000042e-03,1.001057039866972254e+00
1.708333333333333259e+00,1.001873442109794565e+00,2.000000000000000042e-03,1.001052017589196819e+00
1.718750000000000000e+00,1.000769810880528743e+00,2.000000000000000042e-03,1.001047622773682200e+00
1.729166666666666519e+00,1.001583279024041317e+00,2.000000000000000042e-03,1.001043875457977350e+00
1.739583333333333259e+00,1.003725617833795658e+00,2.000000000000000042e-03,1.001040795679630335e+00
1.750000000000000000e+00,9.994401355791029395e-01,2.000000000000000042e-03,1.001038403476190775e+00
1.760416666666666519e+00,9.984182227616471561e-01,2.000000000000000042e-03,1.001036718885206511e+00
1.770833333333333259e+00,9.981399623990160341e-01,2.000000000000000042e-03,1.001035761944226721e+00
1.781250000000000000e+00,9.982795008202632880e-01,2.000000000000000042e-03,1.001035552690800134e+00
1.791666666666666519e+00,9.997469199582342814e-01,2.000000000000000042e-03,1.001036111162475040e+00
1.802083333333333259e+00,1.000573319025972241e+00,2.000000000000000042e-03,1.001037457396800390e+00
1.812500000000000000e+00,1.000434496610764556e+00,2.000000000000000042e-03,1.001039611431325138e+00
1.822916666666666519e+00,1.001523490680469086e+00,2.000000000000000042e-03,1.001042593303597350e+00
1.833333333333333259e+00,9.998851522200713493e-01,2.000000000000000042e-03,1.001046423051166645e+00
1.843750000000000000e+00,1.002750671518857439e+00,2.000000000000000042e-03,1.001051120711580422e+00
1.854166666666666519e+00,9.993045138576942543e-01,2.000000000000000042e-03,1.001056706322388523e+00
1.864583333333333259e+00,1.005253555698808476e+00,2.000000000000000042e-03,1.001063199921139013e+00
1.875000000000000000e+00,1.001053812995331915e+00,2.000000000000000042e-03,1.001070621545380845e+00
1.885416666666666519e+00,9.980752458879176281e-01,2.000000000000000042e-03,1.001078991232662529e+00
1.895833333333333259e+00,9.976312098304186415e-01,2.000000000000000042e-03,1.001088329020533241e+00
1.906250000000000000e+00,1.000716542753434801e+00,2.000000000000000042e-03,1.001098654946541044e+00
1.916666666666666519e+00,9.992872356877366968e-01,2.000000000000000042e-03,1.001109989048234672e+00
1.927083333333333259e+00,1.001140073881330528e+00,2.000000000000000042e-03,1.001122351363163521e+00
1.937500000000000000e+00,1.000638063618260354e+00,2.000000000000000042e-03,1.001135761928875434e+00
1.947916666666666519e+00,9.995251211214154496e-01,2.000000000000000042e-03,1.001150240782919587e+00
1.958333333333333259e+00,9.979558878729145599e-01,2.000000000000000042e-03,1.001165807962844490e+00
1.968750000000000000e+00,9.965972018102828844e-01,2.000000000000000042e-03,1.001182483506198873e+00
1.979166666666666519e+00,9.987060774268181618e-01,2.000000000000000042e-03,1.001200287450531690e+00
1.989583333333333259e+00,1.001282352401516196e+00,2.000000000000000042e-03,1.001219239833391006e+00
4.010416666666666075e+00,1.000940392636828991e+00,2.000000000000000042e-03,1.000038079147130832e+00
4.020833333333333037e+00,9.978942132821824185e-01,2.000000000000000042e-03,1.000170585069634299e+00
4.031250000000000000e+00,1.000612342850123460e+00,2.000000000000000042e-03,1.000295398891100085e+00
4.041666666666666075e+00,1.000924795095403441e+00,2.000000000000000042e-03,1.000412709602765737e+00
4.052083333333333037e+00,9.982834646310174698e-01,2.000000000000000042e-03,1.000522706195869027e+00
4.062500000000000000e+00,1.000260480159474996e+00,2.000000000000000042e-03,1.000625577661648169e+00
4.072916666666666075e+00,9.999795163918157037e-01,2.000000000000000042e-03,1.000721512991339379e+00
4.083333333333333037e+00,9.974958558566422440e-01,2.000000000000000042e-03,1.000810701176181761e+00
4.093750000000000000e+00,1.000418250716089030e+00,2.000000000000000042e-03,1.000893331207411974e+00
4.104166666666666075e+00,1.000753582673389985e+00,2.000000000000000042e-03,1.000969592076268011e+00
4.114583333333333037e+00,1.001732961314353743e+00,2.000000000000000042e-03,1.001039672773987199e+00
4.125000000000000000e+00,1.001616428565653250e+00,2.000000000000000042e-03,1.001103762291807975e+00
4.135416666666666075e+00,9.967068867556621026e-01,2.000000000000000042e-03,1.001162049620966776e+00
4.145833333333333037e+00,9.975391802411398556e-01,2.000000000000000042e-03,1.001214723752702263e+00
4.156250000000000000e+00,1.000400311299945999e+00,2.000000000000000042e-03,1.001261973678251760e+00
4.166666666666666075e+00,1.000362023293502878e+00,2.000000000000000042e-03,1.001303988388852373e+00
4.177083333333333037e+00,1.000333831578842814e+00,2.000000000000000042e-03,1.001340956875742316e+00
4.187500000000000000e+00,1.006974224223110559e+00,2.000000000000000042e-03,1.001373068130159139e+00
4.197916666666666075e+00,1.000398417092148717e+00,2.000000000000000042e-03,1.001400511143340166e+00
4.208333333333333037e+00,1.001509546720548371e+00,2.000000000000000042e-03,1.001423474906522948e+00
4.218750000000000000e+00,1.001134625290029279e+00,2.000000000000000042e-03,1.001442148410945920e+00
4.229166666666666075e+00,1.000522107631912849e+00,2.000000000000000042e-03,1.001456720647845966e+00
4.239583333333333037e+00,9.985873916609758760e-01,2.000000000000000042e-03,1.001467380608461077e+00
4.250000000000000000e+00,1.000732241981282744e+00,2.000000000000000042e-03,1.001474317284028359e+00
4.260416666666666075e+00,9.976762566163603907e-01,2.000000000000000042e-03,1.001477719665785804e+00
4.270833333333333037e+00,9.987531431617789890e-01,2.000000000000000042e-03,1.001477776744971404e+00
4.281250000000000000e+00,9.982664164223190584e-01,2.000000000000000042e-03,1.001474677512822042e+00
4.291666666666666075e+00,9.994118431376191047e-01,2.000000000000000042e-03,1.001468610960575933e+00
4.302083333333333037e+00,1.003886324091736393e+00,2.000000000000000042e-03,1.001459766079470182e+00
4.312500000000000000e+00,9.955526550270029640e-01,2.000000000000000042e-03,1.001448331860743002e+00
4.322916666666666075e+00,1.000672788791496792e+00,2.000000000000000042e-03,1.001434497295631720e+00
4.333333333333333037e+00,9.961040527238972375e-01,2.000000000000000042e-03,1.001418451375373442e+00
4.343750000000000000e+00,9.984070954536687914e-01,2.000000000000000042e-03,1.001400383091206603e+00
4.354166666666666075e+00,1.001551114330865300e+00,2.000000000000000042e-03,1.001380481434368752e+00
4.364583333333333037e+00,9.995328410015319465e-01,2.000000000000000042e-03,1.001358935396097216e+00
4.375000000000000000e+00,9.972815558521377355e-01,2.000000000000000042e-03,1.001335933967629765e+00
4.385416666666666075e+00,9.980364355346761362e-01,2.000000000000000042e-03,1.001311666140203727e+00
4.395833333333333037e+00,1.000854713307778532e+00,2.000000000000000042e-03,1.001286320905057092e+00
4.406250000000000000e+00,9.980713703445637242e-01,2.000000000000000042e-03,1.001260087253427189e+00
4.416666666666666075e+00,9.999963675509164762e-01,2.000000000000000042e-03,1.001233154176552231e+00
4.427083333333333037e+00,9.996892632771819942e-01,2.000000000000000042e-03,1.001205710665668880e+00
4.437500000000000000e+00,9.983311457429151492e-01,2.000000000000000042e-03,1.001177945712015571e+00
4.447916666666666075e+00,9.999590210738924512e-01,2.000000000000000042e-03,1.001150048306829854e+00
4.458333333333333037e+00,9.914252470432505238e-01,2.000000000000000042e-03,1.001122207441348833e+00
4.468750000000000000e+00,9.843902078588465665e-01,2.000000000000000042e-03,1.001094612106810500e+00
4.479166666666666075e+00,9.878975615600472659e-01,2.000000000000000042e-03,1.001067451294452626e+00
4.489583333333333037e+00,9.857474499869544049e-01,2.000000000000000042e-03,1.001040913995512538e+00
4.500000000000000000e+00,9.886528042924662696e-01,2.000000000000000042e-03,1.001015189201227784e+00
4.510416666666666075e+00,9.855498010115869567e-01,2.000000000000000042e-03,1.000990465902836357e+00
4.520833333333333037e+00,9.874227285032565193e-01,2.000000000000000042e-03,1.000966933091575584e+00
4.531250000000000000e+00,9.896346831146732859e-01,2.000000000000000042e-03,1.000944779758683456e+00
4.541666666666666075e+00,9.921401340354225606e-01,2.000000000000000042e-03,1.000924194895397301e+00
4.552083333333333037e+00,9.935904140260188866e-01,2.000000000000000042e-03,1.000905367492954667e+00
4.562500000000000000e+00,9.993367312704957151e-01,2.000000000000000042e-03,1.000888486542593325e+00
4.572916666666666075e+00,9.990777909531117773e-01,2.000000000000000042e-03,1.000873740952085589e+00
4.583333333333333037e+00,9.987407719265803951e-01,2.000000000000000042e-03,1.000861259116851310e+00
4.593750000000000000e+00,1.003591444655497433e+00,2.000000000000000042e-03,1.000851002251288202e+00
4.604166666666666075e+00,1.000887897205543497e+00,2.000000000000000042e-03,1.000842902941189827e+00
4.614583333333333037e+00,9.975719455555999149e-01,2.000000000000000042e-03,1.000836893772351521e+00
4.625000000000000000e+00,1.001936767479142398e+00,2.000000000000000042e-03,1.000832907330567512e+00
4.635416666666666075e+00,1.004352370676796280e+00,2.000000000000000042e-03,1.000830876201632469e+00
4.645833333333333037e+00,1.002181919354904860e+00,2.000000000000000042e-03,1.000830732971340842e+00
4.656250000000000000e+00,9.970877880343933519e-01,2.000000000000000042e-03,1.000832410225487079e+00
4.666666666666666075e+00,9.991598822699110372e-01,2.000000000000000042e-03,1.000835840549865852e+00
4.677083333333333037e+00,1.002661085558708143e+00,2.000000000000000042e-03,1.000840956530272052e+00
4.687500000000000000e+00,9.987154789678047706e-01,2.000000000000000042e-03,1.000847690752499908e+00
4.697916666666666075e+00,1.001015168314481896e+00,2.000000000000000042e-03,1.000855975802344089e+00
4.708333333333333037e+00,1.001673395170301850e+00,2.000000000000000042e-03,1.000865744265598822e+00
4.718750000000000000e+00,9.982689846830993252e-01,2.000000000000000042e-03,1.000876928728059001e+00
4.729166666666666075e+00,9.999966727187097337e-01,2.000000000000000042e-03,1.000889461775519074e+00
4.739583333333333037e+00,9.936320381029323245e-01,2.000000000000000042e-03,1.000903275993773711e+00
4.750000000000000000e+00,9.980537070034529723e-01,2.000000000000000042e-03,1.000918303968617584e+00
4.760416666666666075e+00,9.995866596461783216e-01,2.000000000000000042e-03,1.000934478285844476e+00
4.770833333333333037e+00,9.975877607738832253e-01,2.000000000000000042e-03,1.000951731531249944e+00
4.781250000000000000e+00,1.003331217760641936e+00,2.000000000000000042e-03,1.000969996290627773e+00
4.791666666666666075e+00,9.971997487206665234e-01,2.000000000000000042e-03,1.000989205149773298e+00
4.802083333333333037e+00,9.991647569586992184e-01,2.000000000000000042e-03,1.001009290694480303e+00
4.812500000000000000e+00,1.000291098617870356e+00,2.000000000000000042e-03,1.001030185510543680e+00
4.822916666666666075e+00,1.002894573217105068e+00,2.000000000000000042e-03,1.001051822183758100e+00
4.833333333333333037e+00,9.971308885378977749e-01,2.000000000000000042e-03,1.001074133299918012e+00
4.843750000000000000e+00,1.002307159736054887e+00,2.000000000000000042e-03,1.001097051444817865e+00
4.854166666666666075e+00,9.999871150998174141e-01,2.000000000000000042e-03,1.001120509204252329e+00
4.864583333333333037e+00,9.979886957606646236e-01,2.000000000000000042e-03,1.001144439164016076e+00
4.875000000000000000e+00,1.000854967622073710e+00,2.000000000000000042e-03,1.001168773909903331e+00
4.885416666666666075e+00,1.000311494761915831e+00,2.000000000000000042e-03,1.001193446027708767e+00
4.895833333333333037e+00,9.986965936196149363e-01,2.000000000000000042e-03,1.001218388103227053e+00
4.906250000000000000e+00,1.000016486711303498e+00,2.000000000000000042e-03,1.001243532722252860e+00
4.916666666666666075e+00,9.990887338466111212e-01,2.000000000000000042e-03,1.001268812470580416e+00
4.927083333333333037e+00,1.000066359965355645e+00,2.000000000000000042e-03,1.001294159934004613e+00
4.937500000000000000e+00,1.001143341291378164e+00,2.000000000000000042e-03,1.001319507698319899e+00
4.947916666666666075e+00,1.002969843467154787e+00,2.000000000000000042e-03,1.001344788349320725e+00
4.958333333333333037e+00,9.973111753683999714e-01,2.000000000000000042e-03,1.001369934472801093e+00
4.968750000000000000e+00,1.004025065014939155e+00,2.000000000000000042e-03,1.001394878654556786e+00
4.979166666666666075e+00,9.958480581570340329e-01,2.000000000000000042e-03,1.001419553480381808e+00
4.989583333333333037e+00,9.994256298583266140e-01,2.000000000000000042e-03,1.001443891536070385e+00
5.000000000000000000e+00,1.000886105652128988e+00,2.000000000000000042e-03,1.001467825407417189e+00
5.010416666666666075e+00,1.000255213039000557e+00,2.000000000000000042e-03,1.001491287680217335e+00
5.020833333333333037e+00,9.984339236349691893e-01,2.000000000000000042e-03,1.001514210940264604e+00
